pass,keyword,segmento,intencion,encaje,busquedas_mes,competencia,idx_comp,cpc_usd,puja_baja,puja_alta,var_anual_pct,pico_mes,variantes,otras_variantes,tags
en_world,"agency for you",FUERA,COMERCIAL,EXCLUIR,40,LOW,11,0.00,0.00,0.00,-29,5,1,"","url:crossworldagency.com"
en_world,"for your agency",FUERA,COMERCIAL,EXCLUIR,40,LOW,11,16588.28,5368.69,12499.07,1,4,1,"","url:crossworldagency.com"
en_world,"you are a business",OTRO,GENERICA,REVISAR,40,LOW,9,0.00,0.00,0.00,-16,11,1,"","url:crossworldagency.com"
en_world,"take marketing",OTRO,GENERICA,EXCLUIR,40,LOW,12,18811.95,1347.03,6808.89,-49,3,1,"","url:crossworldagency.com"
en_world,"port clearing agent",AGENCIA,COMERCIAL,SERVICIO,30,LOW,17,2221.21,1000.39,9042.19,-42,1,1,"","agencia"
en_world,"enterprise shipping company",CONSULT,COMERCIAL,SERVICIO,30,LOW,25,1286.86,4268.42,47893.11,-16,1,1,"","agencia"
en_world,"seafreight agencies",FUERA,GENERICA,EXCLUIR,30,MEDIUM,62,15488.83,1577.44,11416.22,-43,1,1,"","agencia"
en_world,"container clearing agent",AGENCIA,COMERCIAL,SERVICIO,30,MEDIUM,53,10692.83,1703.53,13762.06,-38,2,1,"","agencia"
en_world,"forwarder shipping agent",AGENCIA,COMERCIAL,EXCLUIR,30,MEDIUM,48,3895.65,1661.91,13979.70,-49,5,1,"","agencia"
en_world,"sea shipping agent",AGENCIA,COMERCIAL,SERVICIO,30,LOW,32,32331.23,1920.88,21387.49,-29,9,1,"","agencia"
en_world,"central shipping agency tracking",AGENCIA,COMERCIAL,SERVICIO,30,LOW,9,272.19,0.00,0.00,-24,3,1,"","agencia"
en_world,"freight forwarder and shipping agent",AGENCIA,COMERCIAL,EXCLUIR,30,MEDIUM,48,3895.65,1661.91,13979.70,-49,5,1,"","agencia"
en_world,"msc shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,6,0.00,0.00,0.00,24,9,1,"","agencia"
en_world,"amazon delivery agency franchise",FUERA,COMERCIAL,EXCLUIR,30,LOW,6,21419.02,1313.54,22132.98,50,7,1,"","agencia"
en_world,"anchor shipping agencies",AGENCIA,GENERICA,SERVICIO,30,LOW,6,0.00,0.00,0.00,-31,2,1,"","agencia"
en_world,"anjani shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,4,9024.79,0.00,0.00,-19,11,1,"","agencia"
en_world,"as shipping agencies",AGENCIA,GENERICA,SERVICIO,30,LOW,0,0.00,0.00,0.00,54,6,1,"","agencia url:lethagencies.com"
en_world,"bar orient shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,1,0.00,0.00,0.00,-26,10,1,"","agencia"
en_world,"barwil shipping",OTRO,GENERICA,REVISAR,30,LOW,2,0.00,0.00,0.00,8,1,1,"","agencia"
en_world,"bsm maritime agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,0,0.00,0.00,0.00,63,6,1,"","agencia"
en_world,"caravan cargo agency tracking",AGENCIA,COMERCIAL,SERVICIO,30,LOW,2,12982.88,0.00,0.00,154,5,1,"","agencia"
en_world,"carpenters shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,0,0.00,0.00,0.00,17,7,1,"","agencia"
en_world,"casper port agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,0,0.00,0.00,0.00,-29,5,1,"","agencia"
en_world,"chakiat logistics",OTRO,GENERICA,REVISAR,30,LOW,2,0.00,0.00,0.00,16,5,1,"","agencia"
en_world,"cmi manning agency",FUERA,COMERCIAL,EXCLUIR,30,LOW,0,0.00,0.00,0.00,-6,4,1,"","agencia"
en_world,"crossworld maritime agency",CONQUEST,NAVEGACIONAL,CONQUEST,30,LOW,3,0.00,0.00,0.00,1,3,1,"","agencia"
en_world,"diamond shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,0,0.00,0.00,0.00,-16,10,1,"","agencia"
en_world,"em a shipping agencies",AGENCIA,GENERICA,SERVICIO,30,LOW,3,0.00,0.00,0.00,-16,12,1,"","agencia"
en_world,"epsilon manning agency",FUERA,COMERCIAL,EXCLUIR,30,LOW,3,0.00,0.00,0.00,-11,9,1,"","agencia"
en_world,"fast clearing & forwarding agency",FUERA,COMERCIAL,EXCLUIR,30,LOW,3,0.00,0.00,0.00,109,4,1,"","agencia"
en_world,"glory shipping agency corp",AGENCIA,COMERCIAL,SERVICIO,30,LOW,2,0.00,0.00,0.00,18,3,1,"","agencia"
en_world,"golden orient ship management and agencies inc",AGENCIA,GENERICA,SERVICIO,30,LOW,0,0.00,0.00,0.00,-11,10,1,"","agencia"
en_world,"great circle shipping agency limited",AGENCIA,COMERCIAL,SERVICIO,30,LOW,0,0.00,0.00,0.00,11,3,1,"","agencia"
en_world,"intermodal shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,1,0.00,0.00,0.00,53,1,1,"","agencia"
en_world,"international forwarding agency",FUERA,COMERCIAL,EXCLUIR,30,LOW,5,0.00,0.00,0.00,70,12,1,"","agencia"
en_world,"jphil shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,1,0.00,0.00,0.00,-24,9,1,"","agencia"
en_world,"juc maritime agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,2,0.00,0.00,0.00,20,1,1,"","agencia"
en_world,"jyothi shipping agencies",AGENCIA,GENERICA,SERVICIO,30,LOW,0,0.00,0.00,0.00,-8,10,1,"","agencia"
en_world,"kanoo shipping tracking",OTRO,GENERICA,REVISAR,30,LOW,2,0.00,0.00,0.00,7,12,1,"","agencia"
en_world,"licensed manning agency",FUERA,COMERCIAL,EXCLUIR,30,LOW,0,0.00,0.00,0.00,-8,7,1,"","agencia"
en_world,"list of poea shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,4,0.00,0.00,0.00,-58,9,1,"","agencia"
en_world,"marine shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,13,0.00,2330.41,5467.78,11,9,1,"","agencia url:gac.com url:orcashipsagents.com"
en_world,"maxicon shipping agencies container tracking",AGENCIA,GENERICA,SERVICIO,30,LOW,8,47.98,0.00,0.00,200,3,1,"","agencia"
en_world,"mediterranean shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,6,0.00,0.00,0.00,-16,2,1,"","agencia"
en_world,"merchant navy placement company",OTRO,COMERCIAL,REVISAR,30,LOW,6,74.57,0.00,0.00,-70,9,1,"","agencia"
en_world,"mr shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,1,3203.05,0.00,0.00,60,1,1,"","agencia"
en_world,"national clearing and forwarding agency",FUERA,COMERCIAL,EXCLUIR,30,LOW,1,0.00,0.00,0.00,-18,10,1,"","agencia"
en_world,"nvocc agency",FUERA,COMERCIAL,EXCLUIR,30,LOW,24,119413.02,2482.21,44831.44,-28,3,1,"","agencia"
en_world,"ocean and general maritime agencies ltd",AGENCIA,INFORMACIONAL,BLOG_CORE,30,LOW,5,10518.43,0.00,0.00,-21,3,1,"","agencia"
en_world,"poea accredited shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,1,0.00,0.00,0.00,-31,3,1,"","agencia"
en_world,"poea list of shipping company",CONSULT,COMERCIAL,SERVICIO,30,LOW,2,0.00,0.00,0.00,20,2,1,"","agencia"
en_world,"poea registered shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,1,0.00,0.00,0.00,-31,3,1,"","agencia"
en_world,"poea shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,1,0.00,0.00,0.00,-31,3,1,"","agencia"
en_world,"portlimits shipping agency corp",AGENCIA,COMERCIAL,SERVICIO,30,LOW,0,0.00,0.00,0.00,-21,9,1,"","agencia"
en_world,"poseidon crewing agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,5,8790.97,0.00,0.00,47,2,1,"","agencia"
en_world,"seven seas shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,5,0.00,0.00,0.00,-2,5,1,"","agencia"
en_world,"ship manning companies",OTRO,GENERICA,REVISAR,30,LOW,11,1466.82,0.00,0.00,-34,3,1,"","agencia"
en_world,"shipping forwarding agent",AGENCIA,COMERCIAL,SERVICIO,30,MEDIUM,35,21974.60,8701.26,28515.89,-63,2,1,"","agencia"
en_world,"sin chiao shipping agency pte ltd",AGENCIA,COMERCIAL,SERVICIO,30,LOW,2,0.00,0.00,0.00,83,7,1,"","agencia"
en_world,"socar shipping tracking",OTRO,GENERICA,EXCLUIR,30,LOW,0,0.00,0.00,0.00,40,4,1,"","agencia"
en_world,"united arab shipping agency company",AGENCIA,COMERCIAL,SERVICIO,30,LOW,4,196117.99,0.00,0.00,-35,3,1,"","agencia"
en_world,"united marine agencies tracking",AGENCIA,GENERICA,SERVICIO,30,LOW,3,0.00,0.00,0.00,-29,4,1,"","agencia"
en_world,"ups shipping agency",AGENCIA,COMERCIAL,EXCLUIR,30,MEDIUM,52,17321.70,1767.72,18785.53,-14,11,1,"","agencia"
en_world,"v ship manning agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,0,0.00,0.00,0.00,-8,10,1,"","agencia"
en_world,"vessel agency services",AGENCIA,COMERCIAL,SERVICIO,30,LOW,8,0.00,0.00,0.00,-48,1,1,"","agencia url:adimarships.com url:gac.com url:lethagencies.com url:orcashipsagents.com"
en_world,"vessel boarding agent",AGENCIA,COMERCIAL,SERVICIO,30,LOW,2,0.00,0.00,0.00,-8,9,1,"","agencia"
en_world,"vessel husbandry services",AGENCIA,COMERCIAL,SERVICIO,30,LOW,6,0.00,0.00,0.00,-50,12,1,"","agencia url:adimarships.com url:orcashipsagents.com"
en_world,"wah kwong maritime agency company limited",AGENCIA,COMERCIAL,SERVICIO,30,LOW,0,0.00,0.00,0.00,42,6,1,"","agencia"
en_world,"wbl shipping agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,23,0.00,2136.11,7628.22,-32,4,1,"","agencia"
en_world,"world maritime agency",AGENCIA,COMERCIAL,SERVICIO,30,LOW,0,0.00,0.00,0.00,5,5,1,"","agencia"
en_world,"yialos shipping company",CONSULT,COMERCIAL,SERVICIO,30,LOW,0,0.00,0.00,0.00,33,1,1,"","agencia"
en_world,"on hire bunker survey",BUNKER,GENERICA,SERVICIO,30,LOW,6,7421.53,0.00,0.00,-28,5,1,"","bunker survey"
en_world,"off hire bunker survey",BUNKER,GENERICA,SERVICIO,30,LOW,2,0.00,0.00,0.00,-17,4,1,"","bunker survey"
en_world,"bunker delivery note sample pdf",BUNKER,GENERICA,EXCLUIR,30,LOW,0,0.00,0.00,0.00,-29,10,1,"","bunker"
en_world,"off hire survey",SURVEY,GENERICA,SERVICIO,30,LOW,6,0.00,0.00,0.00,-34,5,1,"","bunker survey"
en_world,"lashing survey",FUERA,GENERICA,EXCLUIR,30,LOW,1,0.00,0.00,0.00,-8,7,1,"","survey"
en_world,"ism lead auditor",SURVEY,GENERICA,SERVICIO,30,LOW,16,17773.38,3917.51,15959.89,-19,3,1,"","survey"
en_world,"isps auditor",FUERA,GENERICA,EXCLUIR,30,LOW,4,20379.79,0.00,0.00,-26,10,1,"","survey"
en_world,"off hire vessel",OTRO,GENERICA,REVISAR,30,LOW,1,0.00,0.00,0.00,-44,9,1,"","survey"
en_world,"petroleum inspection companies",SURVEY,GENERICA,SERVICIO,30,LOW,23,9567.67,0.00,0.00,-24,3,1,"","survey_2"
en_world,"mws marine",OTRO,GENERICA,REVISAR,30,LOW,2,0.00,0.00,0.00,-14,10,1,"","survey_2"
en_world,"petroleum and gas inspectorate",SURVEY,COMERCIAL,SERVICIO,30,LOW,0,0.00,0.00,0.00,-35,9,1,"","survey_2"
en_world,"marine insurance adjuster",CLAIMS,GENERICA,SERVICIO,30,LOW,11,605805.25,0.00,0.00,-45,2,1,"","claims"
en_world,"geico marine claims",CLAIMS,GENERICA,SERVICIO,30,LOW,4,0.00,0.00,0.00,-16,10,1,"","claims"
en_world,"air canada cargo claims",CLAIMS,GENERICA,SERVICIO,30,LOW,1,0.00,0.00,0.00,9,7,1,"","claims"
en_world,"carco claims",FUERA,GENERICA,EXCLUIR,30,LOW,2,0.00,0.00,0.00,-19,3,1,"","claims"
en_world,"cargo damage claim",CLAIMS,GENERICA,SERVICIO,30,LOW,4,0.00,0.00,0.00,-44,4,1,"","claims"
en_world,"carmack amendment freight claims",FUERA,GENERICA,EXCLUIR,30,LOW,0,0.00,0.00,0.00,-43,10,1,"","claims"
en_world,"concealed damage freight claims",FUERA,GENERICA,EXCLUIR,30,LOW,5,0.00,0.00,0.00,-3,2,1,"","claims"
en_world,"klm cargo claim",CLAIMS,GENERICA,SERVICIO,30,LOW,3,0.00,0.00,0.00,23,6,1,"","claims"
en_world,"marine insurance claims association",CLAIMS,GENERICA,SERVICIO,30,LOW,0,0.00,0.00,0.00,1,9,2,"marine and insurance claims association","claims"
en_world,"marine loss adjuster",CLAIMS,GENERICA,SERVICIO,30,LOW,6,73811.44,0.00,0.00,-36,12,1,"","claims"
en_world,"ship to ship lng bunkering",BUNKER,GENERICA,SERVICIO,30,LOW,2,0.00,0.00,0.00,17,12,1,"","offshore_sts"
en_world,"charter ship broker",CONSULT,COMERCIAL,SERVICIO,30,LOW,10,11887.85,2255.22,9570.07,-13,1,2,"ship charter brokers","consultoria url:orcashipsagents.com"
en_world,"chartering and brokering",CONSULT,COMERCIAL,SERVICIO,30,LOW,12,6383.40,3447.63,7420.41,-20,1,1,"","consultoria url:orcashipsagents.com"
en_world,"independent maritime consulting llc",CONSULT,INFORMACIONAL,BLOG_CORE,30,LOW,2,0.00,0.00,0.00,-19,4,1,"","consultoria"
en_world,"marine consulting companies",CONSULT,GENERICA,SERVICIO,30,MEDIUM,45,9062.41,1758.38,8160.71,-54,2,1,"","consultoria"
en_world,"panama shipping agency",AGENCIA,COMERCIAL,SERVICIO_PANAMA,30,LOW,12,0.00,0.00,0.00,-11,3,1,"","consultoria conquest url:adimarships.com url:gac.com url:lethagencies.com url:orcashipsagents.com"
en_world,"panama city panama cruise port",OTRO,COMERCIAL,EXCLUIR,30,LOW,8,0.00,0.00,0.00,-57,1,1,"","info url:orcashipsagents.com"
en_world,"agua clara visitor center panama canal",INFO_CANAL,INFORMACIONAL,EXCLUIR,30,LOW,1,325.84,0.00,0.00,49,7,1,"","info"
en_world,"cocoli locks panama",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,4,0.00,0.00,0.00,75,4,1,"","info"
en_world,"cocoli locks panama canal",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,1,0.00,0.00,0.00,58,1,1,"","info"
en_world,"expansion del canal de panama",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,0,0.00,0.00,0.00,-64,2,1,"","info"
en_world,"neo panama canal",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,0,0.00,0.00,0.00,-6,3,1,"","info"
en_world,"panama canal crossing time",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,0,0.00,0.00,0.00,-23,1,1,"","info"
en_world,"panama canal lift",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,0,0.00,0.00,0.00,-30,1,1,"","info"
en_world,"panama maritime authority english",INFO_CANAL,INFORMACIONAL,BLOG_CORE,30,LOW,3,2070.89,0.00,0.00,35,1,1,"","info"
en_world,"panama port of registry",INFO_CANAL,INFORMACIONAL,BLOG_CORE,30,LOW,0,0.00,0.00,0.00,-19,9,2,"port of registry panama","info"
en_world,"pedro miguel locks panama canal",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,1,0.00,0.00,0.00,-33,3,1,"","info"
en_world,"the panama canal expansion project",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,2,0.00,0.00,0.00,-63,1,1,"","info"
en_world,"panama canal ships per day",INFO_CANAL,INFORMACIONAL,BLOG_CORE,30,LOW,0,0.00,0.00,0.00,-53,1,1,"","info_2 url:adimarships.com url:panamashipservice.com"
en_world,"panama canal fees for container ships",INFO_CANAL,INFORMACIONAL,BLOG_CORE,30,LOW,2,0.00,0.00,0.00,-87,12,1,"","info_2 url:orcashipsagents.com"
en_world,"panama ship service",CONQUEST,NAVEGACIONAL,CONQUEST,30,LOW,6,0.00,0.00,0.00,-15,4,1,"","conquest url:adimarships.com url:panamashipservice.com url:gac.com url:lethagencies.com url:orcashipsagents.com"
en_world,"cosco shipping lines panama",OTRO,COMERCIAL,REVISAR,30,LOW,2,0.00,0.00,0.00,95,3,1,"","conquest"
en_world,"ship panama canal",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,7,6030.33,0.00,0.00,-65,2,2,"ships panama canal","url:panamashipservice.com url:gac.com url:lethagencies.com"
en_world,"panama canal in",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,1,0.00,0.00,0.00,5,1,1,"","url:adimarships.com url:panamashipservice.com url:gac.com url:lethagencies.com url:orcashipsagents.com"
en_world,"ships in panama canal today",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,0,0.00,0.00,0.00,-40,1,1,"","url:adimarships.com url:panamashipservice.com url:orcashipsagents.com"
en_world,"ships and shipping",OTRO,GENERICA,REVISAR,30,LOW,11,0.00,0.00,0.00,-5,9,1,"","url:adimarships.com url:orcashipsagents.com"
en_world,"the shipping industry",OTRO,GENERICA,REVISAR,30,LOW,10,0.00,0.00,0.00,-27,10,1,"","url:adimarships.com url:panamashipservice.com url:lethagencies.com"
en_world,"the panama canal today",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,0,0.00,0.00,0.00,23,1,1,"","url:adimarships.com"
en_world,"ship email address",OTRO,GENERICA,REVISAR,30,LOW,0,0.00,0.00,0.00,-41,7,1,"","url:adimarships.com"
en_world,"all about ship",OTRO,GENERICA,REVISAR,30,LOW,2,0.00,0.00,0.00,17,2,1,"","url:adimarships.com url:panamashipservice.com url:orcashipsagents.com"
en_world,"panama canal opening hours",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,18,0.00,807.88,2766.12,20,12,1,"","url:adimarships.com url:lethagencies.com url:orcashipsagents.com"
en_world,"marine ship repair company",OTRO,COMERCIAL,REVISAR,30,LOW,14,0.00,0.00,0.00,-56,3,1,"","url:panamashipservice.com"
en_world,"ship supply services",OTRO,COMERCIAL,REVISAR,30,LOW,6,4294.26,0.00,0.00,-55,3,1,"","url:panamashipservice.com url:gac.com url:lethagencies.com"
en_world,"marine and services",OTRO,COMERCIAL,REVISAR,30,LOW,0,0.00,0.00,0.00,-47,9,1,"","url:panamashipservice.com url:24marine.com"
en_world,"panama class ship",OTRO,COMERCIAL,REVISAR,30,LOW,0,0.00,0.00,0.00,-19,3,1,"","url:panamashipservice.com"
en_world,"bunker cost shipping",BUNKER,INFORMACIONAL,BLOG_CORE,30,LOW,3,0.00,0.00,0.00,63,3,1,"","url:panamashipservice.com"
en_world,"cost of one ship",OTRO,INFORMACIONAL,REVISAR,30,LOW,0,0.00,0.00,0.00,2,3,1,"","url:panamashipservice.com"
en_world,"shipment and shipping",OTRO,GENERICA,REVISAR,30,LOW,11,0.00,0.00,0.00,-5,9,1,"","url:panamashipservice.com"
en_world,"vessel requirements",OTRO,INFORMACIONAL,REVISAR,30,LOW,2,3413.07,0.00,0.00,-26,2,1,"","url:panamashipservice.com"
en_world,"ship from top",OTRO,GENERICA,REVISAR,30,LOW,0,0.00,0.00,0.00,3,10,1,"","url:panamashipservice.com"
en_world,"shipping company logistics",CONSULT,COMERCIAL,SERVICIO,30,LOW,29,8740.38,4072.74,14343.06,-81,3,1,"","url:gac.com"
en_world,"supply chain management in shipping industry",OTRO,GENERICA,REVISAR,30,LOW,32,0.00,1980.77,33799.35,-43,3,1,"","url:gac.com"
en_world,"gac contact",CONQUEST,NAVEGACIONAL,CONQUEST,30,LOW,5,10028.04,0.00,0.00,39,1,1,"","url:gac.com"
en_world,"gac marine logistics",CONQUEST,NAVEGACIONAL,CONQUEST,30,LOW,11,18474.35,2057.52,17640.52,43,5,1,"","url:gac.com"
en_world,"safe shipping services",OTRO,COMERCIAL,EXCLUIR,30,LOW,25,39528.84,19391.51,2602510.04,57,6,1,"","url:gac.com"
en_world,"gac logistics bahrain",CONQUEST,NAVEGACIONAL,CONQUEST,30,LOW,2,922.72,0.00,0.00,30,2,1,"","url:gac.com"
en_world,"gac shipping india",CONQUEST,NAVEGACIONAL,CONQUEST,30,LOW,10,3156.84,0.00,0.00,9,3,1,"","url:gac.com"
en_world,"gac support",CONQUEST,NAVEGACIONAL,CONQUEST,30,LOW,0,0.00,0.00,0.00,50,1,1,"","url:gac.com"
en_world,"marine services saudi arabia",OTRO,COMERCIAL,REVISAR,30,LOW,18,4360.07,1297.57,3201.82,28,4,1,"","url:gac.com"
en_world,"shipping companies global",OTRO,GENERICA,REVISAR,30,LOW,22,51993.55,974.96,39425.64,-13,3,1,"","url:gac.com"
en_world,"panama authority",INFO_CANAL,INFORMACIONAL,BLOG_CORE,30,LOW,0,0.00,0.00,0.00,-47,9,1,"","url:lethagencies.com url:orcashipsagents.com"
en_world,"port shipping company",CONSULT,COMERCIAL,SERVICIO,30,LOW,18,0.00,2269.93,46308.60,-16,10,1,"","url:lethagencies.com"
en_world,"inchcape shipping services contact",CONQUEST,NAVEGACIONAL,EXCLUIR,30,LOW,5,0.00,0.00,0.00,-33,1,1,"","url:lethagencies.com"
en_world,"anchorage shipping companies",OTRO,GENERICA,REVISAR,30,MEDIUM,43,18813.28,5848.98,49247.45,-27,1,1,"","url:lethagencies.com"
en_world,"suez canal singapore",INFO_CANAL,INFORMACIONAL,EXCLUIR,30,LOW,0,0.00,0.00,0.00,-14,9,1,"","url:lethagencies.com"
en_world,"inchcape shipping services egypt",CONQUEST,NAVEGACIONAL,EXCLUIR,30,LOW,8,0.00,0.00,0.00,-21,7,1,"","url:lethagencies.com"
en_world,"international shipping agencies",AGENCIA,GENERICA,SERVICIO,30,MEDIUM,45,11397.27,1811.12,13109.53,-18,1,1,"","url:orcashipsagents.com"
en_world,"panama canal cargo ship",INFO_CANAL,INFORMACIONAL,EXCLUIR,30,LOW,0,0.00,0.00,0.00,34,3,1,"","url:orcashipsagents.com"
en_world,"amador cruise terminal panama",OTRO,COMERCIAL,EXCLUIR,30,LOW,1,0.00,0.00,0.00,34,3,1,"","url:orcashipsagents.com"
en_world,"ships going through panama canal",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,5,1575.61,0.00,0.00,63,3,1,"","url:orcashipsagents.com"
en_world,"panama canal official website",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,10,3184.55,1156.06,3784.65,-14,2,1,"","url:orcashipsagents.com"
en_world,"panama canal regulations latest edition",INFO_CANAL,INFORMACIONAL,BLOG_CORE,30,LOW,0,0.00,0.00,0.00,42,3,1,"","url:orcashipsagents.com"
en_world,"panama canal record",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,30,LOW,0,0.00,0.00,0.00,-19,2,1,"","url:orcashipsagents.com"
en_world,"kinds of ship vessel",OTRO,GENERICA,REVISAR,30,LOW,0,0.00,0.00,0.00,-39,4,1,"","url:orcashipsagents.com"
en_world,"about cargo ship",OTRO,GENERICA,EXCLUIR,30,LOW,1,0.00,0.00,0.00,-31,2,1,"","url:orcashipsagents.com"
en_world,"ships in the port",OTRO,GENERICA,REVISAR,30,LOW,1,0.00,0.00,0.00,-38,3,1,"","url:orcashipsagents.com"
en_world,"shipping matters",OTRO,GENERICA,REVISAR,30,LOW,2,3187.86,0.00,0.00,-26,1,1,"","url:orcashipsagents.com"
en_world,"maritime inc",OTRO,INFORMACIONAL,REVISAR,30,LOW,2,0.00,0.00,0.00,-33,6,1,"","url:orcashipsagents.com"
en_world,"difference between shipping line and freight forwarder",OTRO,GENERICA,EXCLUIR,30,LOW,0,0.00,0.00,0.00,-19,10,1,"","url:orcashipsagents.com"
en_world,"international ship supply",OTRO,GENERICA,EXCLUIR,30,LOW,7,0.00,0.00,0.00,-5,1,1,"","url:orcashipsagents.com"
en_world,"marine ship chandlers",CONSULT,COMERCIAL,SERVICIO,30,LOW,9,3587.12,0.00,0.00,-27,11,1,"","url:orcashipsagents.com"
en_world,"container ship ship",OTRO,GENERICA,EXCLUIR,30,MEDIUM,34,27229.99,5636.01,27599.23,-41,10,1,"","url:orcashipsagents.com"
en_world,"ship brokering services",CONSULT,COMERCIAL,SERVICIO,30,LOW,31,96371.48,18787.48,113967.23,-42,9,1,"","url:orcashipsagents.com"
en_world,"container ship carrying container ships",OTRO,GENERICA,EXCLUIR,30,LOW,0,0.00,0.00,0.00,-18,1,1,"","url:orcashipsagents.com"
en_world,"local vessel",OTRO,GENERICA,REVISAR,30,LOW,0,0.00,0.00,0.00,-29,4,1,"","url:orcashipsagents.com"
en_world,"marine chartering services",CONSULT,COMERCIAL,SERVICIO,30,LOW,8,0.00,0.00,0.00,-48,5,1,"","url:orcashipsagents.com"
en_world,"marine surveyor certification courses",SURVEY,COMERCIAL,EXCLUIR,30,LOW,18,1056.30,310.15,22317.78,-16,3,1,"","url:24marine.com"
en_world,"marine surveyor insurance",SURVEY,COMERCIAL,SERVICIO,30,MEDIUM,54,82388.57,17613.39,102603.51,-24,9,1,"","url:24marine.com"
en_world,"marine company in usa",OTRO,COMERCIAL,REVISAR,30,MEDIUM,43,9642.61,3258.19,14317.24,-57,10,1,"","url:24marine.com"
en_world,"sailboat surveyor near me",SURVEY,COMERCIAL,SERVICIO,30,MEDIUM,35,15745.49,3598.71,32895.19,-24,9,1,"","url:24marine.com"
en_world,"maritime expert witness",OTRO,INFORMACIONAL,REVISAR,30,LOW,32,31122.79,5544.52,25544.68,-47,3,1,"","url:24marine.com"
en_world,"marine and cargo surveyor",SURVEY,COMERCIAL,SERVICIO,30,LOW,11,0.00,2035.38,5568.12,-19,2,1,"","url:24marine.com"
en_world,"marine expert witness",OTRO,GENERICA,REVISAR,30,LOW,4,37942.18,0.00,0.00,-45,3,1,"","url:24marine.com"
en_world,"marine 3d",OTRO,GENERICA,REVISAR,30,LOW,0,0.00,0.00,0.00,-6,9,1,"","url:24marine.com"
en_world,"close marine",OTRO,GENERICA,REVISAR,30,LOW,12,0.00,0.00,0.00,-14,7,1,"","url:24marine.com"
en_world,"inspector marine",SURVEY,COMERCIAL,SERVICIO,30,LOW,14,10038.36,5553.79,47530.17,-8,1,1,"","url:24marine.com"
en_world,"international marine surveyors",SURVEY,COMERCIAL,SERVICIO,30,LOW,22,3920.92,1613.82,3830.33,-32,3,1,"","url:24marine.com"
en_world,"marine and mechanical engineering",OTRO,GENERICA,REVISAR,30,LOW,18,0.00,2745.51,25672.40,18,1,1,"","url:24marine.com"
en_world,"maritime search",OTRO,INFORMACIONAL,REVISAR,30,LOW,1,0.00,0.00,0.00,-11,4,1,"","url:24marine.com"
en_world,"vessel found",OTRO,GENERICA,REVISAR,30,LOW,2,855.62,0.00,0.00,18,5,1,"","url:24marine.com"
en_world,"with marine vessel",OTRO,GENERICA,REVISAR,30,LOW,0,0.00,0.00,0.00,-11,3,1,"","url:24marine.com"
en_world,"home marketing agency",FUERA,COMERCIAL,EXCLUIR,30,LOW,24,0.00,0.00,0.00,36,9,1,"","url:crossworldagency.com"
en_world,"agency and company",FUERA,COMERCIAL,EXCLUIR,30,LOW,3,0.00,0.00,0.00,-6,4,1,"","url:crossworldagency.com"
en_world,"also agency",FUERA,COMERCIAL,EXCLUIR,30,LOW,2,0.00,0.00,0.00,45,1,1,"","url:crossworldagency.com"
