pass,keyword,segmento,intencion,encaje,busquedas_mes,competencia,idx_comp,cpc_usd,puja_baja,puja_alta,var_anual_pct,pico_mes,variantes,otras_variantes,tags
en_world,"manship shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,2,1,1,"","agencia"
en_world,"marine hive shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,22,5,1,"","agencia"
en_world,"marine links shipping agencies",AGENCIA,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-25,1,1,"","agencia"
en_world,"marine ship agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,7,1,"","agencia"
en_world,"maritime agency in kalaw",AGENCIA,COMERCIAL,SERVICIO,10,LOW,1,0.00,0.00,0.00,-28,10,1,"","agencia"
en_world,"maritime agency services",AGENCIA,COMERCIAL,SERVICIO,10,LOW,10,0.00,0.00,0.00,-8,3,1,"","agencia url:adimarships.com url:gac.com url:lethagencies.com url:orcashipsagents.com"
en_world,"marlow shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-18,1,1,"","agencia"
en_world,"marsaman shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"mashal shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-21,3,1,"","agencia"
en_world,"matagumpay shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-2,9,1,"","agencia"
en_world,"max shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,0,1,1,"","agencia"
en_world,"maxicon shipping agencies tracking",AGENCIA,GENERICA,SERVICIO,10,LOW,1,24.04,0.00,0.00,-46,10,1,"","agencia"
en_world,"medway shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,14,0.00,0.00,0.00,-18,3,1,"","agencia"
en_world,"mercantile shipping agencies limited",AGENCIA,GENERICA,SERVICIO,10,LOW,14,0.00,0.00,0.00,-1,6,1,"","agencia"
en_world,"mlh shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,14,0.00,0.00,0.00,-44,3,1,"","agencia"
en_world,"modern shipping agencies",AGENCIA,GENERICA,SERVICIO,10,LOW,1,0.00,0.00,0.00,-56,9,1,"","agencia"
en_world,"morya shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,8,0.00,0.00,0.00,8,12,1,"","agencia"
en_world,"ms shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,7,0.00,0.00,0.00,15,1,1,"","agencia"
en_world,"msc crewing agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,6,279.72,0.00,0.00,-14,2,1,"","agencia"
en_world,"national shipping gulf agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,18,0.00,0.00,0.00,0,1,1,"","agencia"
en_world,"nautical shipping agencies",AGENCIA,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,2,1,1,"","agencia"
en_world,"nautilus shipping agency ltd",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,7,1,"","agencia"
en_world,"neptune ship agency pte ltd",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-15,2,1,"","agencia"
en_world,"nimasa registration as a shipping company",CONSULT,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-17,1,1,"","agencia"
en_world,"noatum shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,0,1,1,"","agencia"
en_world,"north sea ship agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-16,7,1,"","agencia"
en_world,"nova shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-17,1,1,"","agencia"
en_world,"ocean star shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,12,0.00,0.00,0.00,-26,9,2,"star ocean shipping agency","agencia"
en_world,"oceanic shipping agencies tracking",AGENCIA,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,129,11,1,"","agencia"
en_world,"one ocean shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-50,1,1,"","agencia"
en_world,"one shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,6,0.00,0.00,0.00,-46,10,1,"","agencia"
en_world,"one shipping manning agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,1,0.00,0.00,0.00,0,1,1,"","agencia"
en_world,"optimum shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-54,4,1,"","agencia"
en_world,"orient shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,2,1,"","agencia"
en_world,"osl shipping agencies container tracking",AGENCIA,GENERICA,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-39,9,1,"","agencia"
en_world,"osm shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"owner protective agent in shipping",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-1,4,1,"","agencia"
en_world,"pacific global shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-77,1,1,"","agencia"
en_world,"pacific star shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-31,1,1,"","agencia"
en_world,"palmali shipping & agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,7,0.00,0.00,0.00,-8,3,1,"","agencia"
en_world,"panama canal line handlers",INFO_CANAL,INFORMACIONAL,BLOG_GENERAL,10,LOW,0,0.00,0.00,0.00,-8,4,1,"","agencia"
en_world,"panama canal pre booking",AGENCIA,COMERCIAL,SERVICIO_PANAMA,10,UNKNOWN,0,0.00,0.00,0.00,-45,1,1,"","agencia"
en_world,"passat shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"pentagon shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-63,3,1,"","agencia"
en_world,"petromar shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-56,6,1,"","agencia"
en_world,"philippians international shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-19,7,1,"","agencia"
en_world,"philippians shipping company",CONSULT,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-54,1,1,"","agencia"
en_world,"phoenix global shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-54,8,1,"","agencia"
en_world,"phoenix shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"poea accredited cruise ship agency",AGENCIA,COMERCIAL,EXCLUIR,10,LOW,0,0.00,0.00,0.00,-61,7,1,"","agencia"
en_world,"poea accredited maritime agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,10,0.00,0.00,0.00,-44,1,1,"","agencia"
en_world,"poea accredited shipping company",CONSULT,COMERCIAL,SERVICIO,10,LOW,2,0.00,0.00,0.00,-14,3,1,"","agencia"
en_world,"poea list of accredited shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-16,2,1,"","agencia"
en_world,"poea list of shipping agency 2022",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-54,2,1,"","agencia"
en_world,"poea registered shipping company",CONSULT,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-29,1,1,"","agencia"
en_world,"poea shipping company",CONSULT,COMERCIAL,SERVICIO,10,LOW,11,1867.35,983.58,1832.84,-29,3,1,"","agencia"
en_world,"poea shipping company list 2022",CONSULT,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-17,1,1,"","agencia"
en_world,"poseidon maritime agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,15,1,1,"","agencia"
en_world,"prime marine shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,4,0.00,0.00,0.00,-40,10,1,"","agencia"
en_world,"progressive shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-27,6,1,"","agencia"
en_world,"promar shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,0,1,1,"","agencia"
en_world,"protective agent shipping",AGENCIA,COMERCIAL,SERVICIO,10,LOW,19,0.00,0.00,0.00,-15,2,1,"","agencia"
en_world,"prudential shipping agency services inc",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,38,2,1,"","agencia"
en_world,"psa marine crewing",OTRO,GENERICA,REVISAR,10,LOW,0,0.00,0.00,0.00,-8,2,1,"","agencia"
en_world,"ptc shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-54,3,1,"","agencia"
en_world,"pure car carrier manning agency",FUERA,COMERCIAL,EXCLUIR,10,UNKNOWN,0,0.00,0.00,0.00,53,1,1,"","agencia"
en_world,"queen of the ocean shipping corp manning agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,1,9,1,"","agencia"
en_world,"radial maritime agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"raj shipping agencies limited",AGENCIA,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,12,1,"","agencia"
en_world,"ram shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"ravian international agencies container tracking",AGENCIA,GENERICA,SERVICIO,10,LOW,7,0.00,0.00,0.00,-50,7,1,"","agencia"
en_world,"red eagle shipping agencies",AGENCIA,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,10,1,1,"","agencia"
en_world,"redmar shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-43,1,1,"","agencia"
en_world,"reham shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,4,3482.78,0.00,0.00,-2,12,1,"","agencia"
en_world,"revelle shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,6,0.00,0.00,0.00,-14,9,1,"","agencia"
en_world,"riley sherman shipping agency inc",AGENCIA,COMERCIAL,SERVICIO,10,LOW,2,0.00,0.00,0.00,-26,2,1,"","agencia"
en_world,"s port agencies pte ltd",AGENCIA,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-1,3,1,"","agencia"
en_world,"sai shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,1,0.00,0.00,0.00,-18,12,1,"","agencia"
en_world,"scandia shipping agencies inc",AGENCIA,GENERICA,SERVICIO,10,LOW,14,0.00,0.00,0.00,-19,1,1,"","agencia"
en_world,"scanmar shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,7,1,"","agencia"
en_world,"sea freight shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-1,10,1,"","agencia"
en_world,"sea guardian shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-69,1,1,"","agencia"
en_world,"sea link maritime agencies pte ltd",AGENCIA,INFORMACIONAL,BLOG_CORE,10,LOW,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"seaboard shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"seafreight agencies inc",FUERA,GENERICA,EXCLUIR,10,LOW,2,0.00,0.00,0.00,30,4,1,"","agencia"
en_world,"seaglory shipping services inc tracking",OTRO,COMERCIAL,EXCLUIR,10,UNKNOWN,0,0.00,0.00,0.00,-8,2,1,"","agencia"
en_world,"seagull clearing forwarding",OTRO,GENERICA,REVISAR,10,LOW,0,0.00,0.00,0.00,0,1,1,"","agencia"
en_world,"seahorse ship agencies container tracking",AGENCIA,GENERICA,SERVICIO,10,LOW,2,0.00,0.00,0.00,2,2,1,"","agencia"
en_world,"seahorse ship agencies tracking",AGENCIA,GENERICA,SERVICIO,10,LOW,1,0.00,0.00,0.00,1,1,1,"","agencia"
en_world,"seahorse shipping agency container tracking",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-39,3,1,"","agencia"
en_world,"seaking shipping agency fort",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,8,2,1,"","agencia"
en_world,"sealink shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-29,3,1,"","agencia"
en_world,"seamar shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,7,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"seashore maritime agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,3,0.00,0.00,0.00,-8,4,1,"","agencia"
en_world,"seaways maritime agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,5,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"seven seas maritime agencies",AGENCIA,INFORMACIONAL,BLOG_CORE,10,LOW,1,0.00,0.00,0.00,-8,7,1,"","agencia"
en_world,"sharaf shipping agency container tracking",AGENCIA,COMERCIAL,SERVICIO,10,LOW,3,46.80,0.00,0.00,0,1,1,"","agencia"
en_world,"sharaf shipping services",OTRO,COMERCIAL,EXCLUIR,10,LOW,1,0.00,0.00,0.00,7,3,1,"","agencia"
en_world,"ship agency husbandry services",AGENCIA,COMERCIAL,SERVICIO,10,LOW,31,0.00,0.00,0.00,-53,3,1,"","agencia url:adimarships.com url:orcashipsagents.com"
en_world,"ship husbandry companies",AGENCIA,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,38,1,1,"","agencia"
en_world,"shipner shipping and agencies",AGENCIA,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-2,6,1,"","agencia"
en_world,"shipping agent and forwarding agent",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"shipping agent logistic service",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"shipping agents in paradip port",AGENCIA,COMERCIAL,SERVICIO,10,LOW,14,0.00,0.00,0.00,-77,7,1,"","agencia"
en_world,"shipping companies & agents",AGENCIA,COMERCIAL,SERVICIO,10,HIGH,69,0.00,0.00,0.00,-39,5,1,"","agencia"
en_world,"shipping companies and agents",AGENCIA,COMERCIAL,SERVICIO,10,HIGH,69,0.00,0.00,0.00,-39,5,1,"","agencia"
en_world,"shivam shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,10,1,1,"","agencia"
en_world,"sima marine shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-45,6,1,"","agencia"
en_world,"singa shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"sky shipping agency sa",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-1,10,1,"","agencia"
en_world,"solpia shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-60,1,1,"","agencia"
en_world,"spectrum maritime agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,30,1,1,"","agencia"
en_world,"spectrum shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,6,1,"","agencia"
en_world,"ss shipping agencies",AGENCIA,GENERICA,SERVICIO,10,LOW,1,0.00,0.00,0.00,50,11,1,"","agencia"
en_world,"sss maritime shipping company",CONSULT,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,7,1,"","agencia"
en_world,"star port agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-82,3,1,"","agencia"
en_world,"sunbright maritime agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,1,1,1,"","agencia"
en_world,"supplier forwarding agency",FUERA,COMERCIAL,EXCLUIR,10,UNKNOWN,0,0.00,0.00,0.00,-80,6,1,"","agencia"
en_world,"suraj forwarders & shipping agencies",AGENCIA,GENERICA,EXCLUIR,10,LOW,2,0.00,0.00,0.00,16,3,1,"","agencia"
en_world,"thome ship agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,0,1,1,"","agencia"
en_world,"tms ship agencies inc tracking",AGENCIA,GENERICA,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-69,1,1,"","agencia"
en_world,"top sea shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,12,0.00,0.00,0.00,-49,6,1,"","agencia"
en_world,"transglobal shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,28,3,1,"","agencia"
en_world,"troy shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,21,0.00,0.00,0.00,-40,5,1,"","agencia"
en_world,"un cargo shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,6,0.00,0.00,0.00,-66,3,1,"","agencia"
en_world,"unifeeder agencies container tracking",AGENCIA,INFORMACIONAL,BLOG_CORE,10,LOW,2,0.00,0.00,0.00,-14,1,1,"","agencia"
en_world,"united marine agencies container tracking",AGENCIA,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-37,5,1,"","agencia"
en_world,"universal shipping agency sa",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,0,1,1,"","agencia"
en_world,"upl shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,0,1,1,"","agencia"
en_world,"v ships crewing agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,8,12829.86,0.00,0.00,-46,10,1,"","agencia"
en_world,"v ships manpower services",OTRO,COMERCIAL,REVISAR,10,UNKNOWN,0,0.00,0.00,0.00,-18,1,1,"","agencia"
en_world,"virtue maritime agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,3,0.00,0.00,0.00,-8,6,1,"","agencia"
en_world,"vishal shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,8,3832.55,0.00,0.00,-28,7,1,"","agencia"
en_world,"vision freight shipping & agencies",AGENCIA,GENERICA,SERVICIO,10,LOW,4,0.00,0.00,0.00,-8,5,1,"","agencia"
en_world,"wah kwong shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,7,0.00,0.00,0.00,-2,5,1,"","agencia"
en_world,"wasit shipping agencies llc",AGENCIA,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-20,12,1,"","agencia"
en_world,"waterfront shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-27,3,1,"","agencia"
en_world,"waypoint shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,8,3,1,"","agencia"
en_world,"wells shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,LOW,14,13994.34,0.00,0.00,-37,3,1,"","agencia"
en_world,"wilhelmsen port services wps",CONQUEST,NAVEGACIONAL,CONQUEST,10,LOW,0,0.00,0.00,0.00,1,1,1,"","agencia"
en_world,"wilmar shipping agency llc",AGENCIA,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"world freight agencies nv",FUERA,GENERICA,EXCLUIR,10,LOW,8,0.00,0.00,0.00,10,1,1,"","agencia"
en_world,"world golden sea shipping agency llc",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-19,2,1,"","agencia"
en_world,"world shipping agencies pty ltd",AGENCIA,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,38,1,1,"","agencia"
en_world,"yacht international shipping agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,28,2,1,"","agencia"
en_world,"ye rising star maritime corp manning agency",AGENCIA,COMERCIAL,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-39,5,1,"","agencia"
en_world,"zeymarine ship agencies pte ltd",AGENCIA,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,1,1,1,"","agencia"
en_world,"zim integrated shipping agencies",AGENCIA,INFORMACIONAL,BLOG_CORE,10,LOW,0,0.00,0.00,0.00,-8,1,1,"","agencia"
en_world,"marine fuel panama",BUNKER,COMERCIAL,SERVICIO_PANAMA,10,UNKNOWN,0,0.00,0.00,0.00,-33,2,1,"","bunker"
en_world,"bunker fuel panama",BUNKER,COMERCIAL,SERVICIO_PANAMA,10,LOW,0,0.00,0.00,0.00,-8,3,1,"","bunker"
en_world,"mgo panama",BUNKER,COMERCIAL,SERVICIO_PANAMA,10,LOW,0,0.00,0.00,0.00,-8,5,1,"","bunker"
en_world,"bunker claims",BUNKER,GENERICA,SERVICIO,10,LOW,11,3893.03,0.00,0.00,-15,3,1,"","bunker"
en_world,"221b bunker survey",BUNKER,GENERICA,SERVICIO,10,LOW,11,0.00,0.00,0.00,-27,4,1,"","bunker"
en_world,"mpa bunker surveyor",BUNKER,COMERCIAL,SERVICIO,10,LOW,2,0.00,0.00,0.00,-1,4,1,"","bunker"
en_world,"mpa bunker surveyor list",BUNKER,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,8,5,1,"","bunker"
en_world,"mpa licensed bunker surveyor",BUNKER,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,0,1,1,"","bunker"
en_world,"on off hire bunker survey",BUNKER,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-8,1,1,"","bunker survey"
en_world,"marine surveyor panama",SURVEY,COMERCIAL,SERVICIO_PANAMA,10,LOW,5,0.00,0.00,0.00,10,6,1,"","survey url:24marine.com"
en_world,"ism code internal audit",SURVEY,GENERICA,SERVICIO,10,LOW,13,4047.27,0.00,0.00,-8,2,1,"","survey"
en_world,"ism auditor course online",SURVEY,GENERICA,EXCLUIR,10,LOW,33,3657.89,1461.58,4848.66,-26,3,1,"","survey"
en_world,"ism audit preparation",SURVEY,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-66,1,1,"","survey"
en_world,"barge draft survey",SURVEY,GENERICA,SERVICIO,10,LOW,5,0.00,0.00,0.00,0,1,1,"","survey"
en_world,"cargo damage survey report sample",SURVEY,GENERICA,SERVICIO,10,LOW,3,28244.45,0.00,0.00,-48,10,1,"","survey"
en_world,"condition assessment program tankers",OTRO,GENERICA,REVISAR,10,LOW,24,10727.09,0.00,0.00,-31,9,1,"","survey"
en_world,"container damage survey report",SURVEY,GENERICA,SERVICIO,10,LOW,7,0.00,0.00,0.00,-42,1,1,"","survey"
en_world,"external ism audit is usually done by",SURVEY,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-35,2,1,"","survey"
en_world,"internal ism audit is usually done by",SURVEY,GENERICA,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-42,2,1,"","survey"
en_world,"ism audit preparation in engine room",SURVEY,GENERICA,SERVICIO,10,UNKNOWN,0,0.00,0.00,0.00,-54,10,1,"","survey"
en_world,"ism code audit",SURVEY,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,5,3,1,"","survey"
en_world,"ism external audit",SURVEY,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-49,3,1,"","survey"
en_world,"ism external audit frequency",SURVEY,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,0,1,1,"","survey"
en_world,"ism internal audit interval",SURVEY,GENERICA,SERVICIO,10,LOW,2,0.00,0.00,0.00,-21,2,1,"","survey"
en_world,"ism isps auditor",SURVEY,GENERICA,SERVICIO,10,LOW,31,0.00,914.11,2996.54,0,1,1,"","survey"
en_world,"ism isps auditor course",SURVEY,GENERICA,EXCLUIR,10,LOW,7,0.00,0.00,0.00,5,3,1,"","survey"
en_world,"isps auditor course",FUERA,GENERICA,EXCLUIR,10,LOW,9,0.00,0.00,0.00,-1,1,1,"","survey"
en_world,"lashing survey report",SURVEY,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-15,3,1,"","survey"
en_world,"marine draft survey",SURVEY,GENERICA,SERVICIO,10,LOW,1,0.00,0.00,0.00,-21,5,1,"","survey"
en_world,"marine draft surveyor jobs",SURVEY,COMERCIAL,EXCLUIR,10,LOW,0,0.00,0.00,0.00,-8,6,1,"","survey"
en_world,"p&i condition survey checklist",SURVEY,INFORMACIONAL,BLOG_CORE,10,LOW,5,0.00,0.00,0.00,-8,10,1,"","survey"
en_world,"pressure tank test certificate",OTRO,GENERICA,REVISAR,10,LOW,0,0.00,0.00,0.00,10,1,1,"","survey"
en_world,"sgs draft survey tool",SURVEY,GENERICA,SERVICIO,10,LOW,1,0.00,0.00,0.00,-8,2,1,"","survey"
en_world,"hatch cover ultrasonic test",SURVEY,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-28,6,1,"","survey"
en_world,"third party inspection companies oil & gas",FUERA,GENERICA,EXCLUIR,10,LOW,0,0.00,0.00,0.00,-56,1,1,"","survey_2"
en_world,"amspec petroleum inspector",SURVEY,COMERCIAL,SERVICIO,10,LOW,4,0.00,0.00,0.00,-21,5,1,"","survey_2"
en_world,"oil and gas third party inspection companies",FUERA,GENERICA,EXCLUIR,10,MEDIUM,57,8376.16,0.00,0.00,7,1,1,"","survey_2"
en_world,"oil inspection companies",FUERA,GENERICA,EXCLUIR,10,LOW,29,17215.53,0.00,0.00,-28,7,1,"","survey_2"
en_world,"petroleum cargo inspector",SURVEY,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,-25,1,1,"","survey_2"
en_world,"workers compensation loss control survey",SURVEY,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,-29,2,1,"","survey_2"
en_world,"deadline for camp lejeune",OTRO,GENERICA,REVISAR,10,UNKNOWN,0,0.00,0.00,0.00,-54,1,1,"","claims"
en_world,"boat insurance adjuster",CLAIMS,GENERICA,SERVICIO,10,MEDIUM,39,360526.09,0.00,0.00,-8,9,1,"","claims"
en_world,"national fire and marine insurance company claims",CLAIMS,COMERCIAL,SERVICIO,10,LOW,14,0.00,0.00,0.00,-8,4,1,"","claims"
en_world,"travelers home and marine insurance claims",CLAIMS,GENERICA,EXCLUIR,10,LOW,0,0.00,0.00,0.00,-22,3,1,"","claims"
en_world,"empire fire marine insurance company claims",CLAIMS,COMERCIAL,SERVICIO,10,LOW,14,0.00,0.00,0.00,-37,2,1,"","claims"
en_world,"agcs marine insurance company claims",CLAIMS,COMERCIAL,SERVICIO,10,LOW,0,0.00,0.00,0.00,0,1,1,"","claims"
en_world,"aig marine claims",CLAIMS,GENERICA,SERVICIO,10,LOW,0,0.00,0.00,0.00,0,1,1,"","claims"
